tool,formula,variables,formula_id,output,time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && ([](((((!a) && (((r1) || (g1))))) || (((!g2) && (<>(r2)))))))),#a#r1#r2#g1#g2,9,UNSAT,0.03
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (G(((((!a) & (((r1) | (g1))))) | (((!g2) & (F(r2)))))))),#a#r1#r2#g1#g2,9,SAT,0.02
all,(G(!p2|Fp4)&G(p0|(!p3&!p4))&G(Fp3|!p1|!p2)&((G!p0&G(p1|p2))W((p0U(!p0&(p3|p4)))W((!p0&(p3|p4))|F(p2&G!p4))))),#a#r1#r2#g1#g2,11,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && ((((([](!a)) && ([](((r1) || (r2)))))) || ((((([](!a)) && ([](((r1) || (r2)))))) U ((([](((a) U (((!a) && (((g1) || (g2)))))))) || (((((a) U (((!a) && (((g1) || (g2))))))) U (((((!a) && (((g1) || (g2))))) || (<>(((r2) && ([](!g2)))))))))))))))),#a#r1#r2#g1#g2,11,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((((G(!a)) & (G(((r1) | (r2)))))) | (((((G(!a)) & (G(((r1) | (r2)))))) U (((G(((a) U (((!a) & (((g1) | (g2)))))))) | (((((a) U (((!a) & (((g1) | (g2))))))) U (((((!a) & (((g1) | (g2))))) | (F(((r2) & (G(!g2)))))))))))))))),#a#r1#r2#g1#g2,11,SAT,0.03
all,(((F(!p0&(p3|p4))WXF(p2&G!p4))W(G!p0&G(p1|p2)))&G(!p2|Fp4)&G(p0|(!p3&!p4))&G(Fp3|!p1|!p2)),#a#r1#r2#g1#g2,12,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && ((([]((([](<>(((!a) && (((g1) || (g2))))))) || (((<>(((!a) && (((g1) || (g2)))))) U (X(<>(((r2) && ([](!g2))))))))))) || ((((([](<>(((!a) && (((g1) || (g2))))))) || (((<>(((!a) && (((g1) || (g2)))))) U (X(<>(((r2) && ([](!g2)))))))))) U ((([](!a)) && ([](((r1) || (r2))))))))))),#a#r1#r2#g1#g2,12,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((G(((G(F(((!a) & (((g1) | (g2))))))) | (((F(((!a) & (((g1) | (g2)))))) U (X(F(((r2) & (G(!g2))))))))))) | (((((G(F(((!a) & (((g1) | (g2))))))) | (((F(((!a) & (((g1) | (g2)))))) U (X(F(((r2) & (G(!g2)))))))))) U (((G(!a)) & (G(((r1) | (r2))))))))))),#a#r1#r2#g1#g2,12,SAT,0.03
all,(G(!p2|Fp4)&G(p0|(!p3&!p4))&(((Gp1&G!p3)W(G!p0&Gp2))W(F(!p0&p3)|F(p1&G!p3)))&G(Fp3|!p1|!p2)),#a#r1#r2#g1#g2,13,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && ((([]((((([](r1)) && ([](!g1)))) || ((((([](r1)) && ([](!g1)))) U ((([](!a)) && ([](r2))))))))) || ((((((([](r1)) && ([](!g1)))) || ((((([](r1)) && ([](!g1)))) U ((([](!a)) && ([](r2)))))))) U (((<>(((!a) && (g1)))) || (<>(((r1) && ([](!g1)))))))))))),#a#r1#r2#g1#g2,13,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((G(((((G(r1)) & (G(!g1)))) | (((((G(r1)) & (G(!g1)))) U (((G(!a)) & (G(r2))))))))) | (((((((G(r1)) & (G(!g1)))) | (((((G(r1)) & (G(!g1)))) U (((G(!a)) & (G(r2)))))))) U (((F(((!a) & (g1)))) | (F(((r1) & (G(!g1)))))))))))),#a#r1#r2#g1#g2,13,SAT,0.03
all,(G(!p2|Fp4)&G(p0|(!p3&!p4))&((G!p0&G(p1|p2))|G(F(p1&G!p3)|F(p2&G!p4)))&G(Fp3|!p1|!p2)),#a#r1#r2#g1#g2,16,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && ((((([](!a)) && ([](((r1) || (r2)))))) || ([](((<>(((r1) && ([](!g1))))) || (<>(((r2) && ([](!g2))))))))))),#a#r1#r2#g1#g2,16,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((((G(!a)) & (G(((r1) | (r2)))))) | (G(((F(((r1) & (G(!g1))))) | (F(((r2) & (G(!g2))))))))))),#a#r1#r2#g1#g2,16,SAT,0.03
all,(G(!p2|Fp4)&G(p0|(!p3&!p4))&((((p2&G!p4)|F(p1&G!p3))WG((p1&G!p3)|F(!p0&p3)))W((G!p0&Gp2)W(p1&G!p3)))&G(Fp3|!p1|!p2)),#a#r1#r2#g1#g2,17,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && ((([]((([](((((r2) && ([](!g2)))) || (<>(((r1) && ([](!g1)))))))) || (((((((r2) && ([](!g2)))) || (<>(((r1) && ([](!g1))))))) U ([](((((r1) && ([](!g1)))) || (<>(((!a) && (g1)))))))))))) || ((((([](((((r2) && ([](!g2)))) || (<>(((r1) && ([](!g1)))))))) || (((((((r2) && ([](!g2)))) || (<>(((r1) && ([](!g1))))))) U ([](((((r1) && ([](!g1)))) || (<>(((!a) && (g1))))))))))) U ((((([](!a)) && ([](r2)))) || ((((([](!a)) && ([](r2)))) U (((r1) && ([](!g1))))))))))))),#a#r1#r2#g1#g2,17,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((G(((G(((((r2) & (G(!g2)))) | (F(((r1) & (G(!g1)))))))) | (((((((r2) & (G(!g2)))) | (F(((r1) & (G(!g1))))))) U (G(((((r1) & (G(!g1)))) | (F(((!a) & (g1)))))))))))) | (((((G(((((r2) & (G(!g2)))) | (F(((r1) & (G(!g1)))))))) | (((((((r2) & (G(!g2)))) | (F(((r1) & (G(!g1))))))) U (G(((((r1) & (G(!g1)))) | (F(((!a) & (g1))))))))))) U (((((G(!a)) & (G(r2)))) | (((((G(!a)) & (G(r2)))) U (((r1) & (G(!g1))))))))))))),#a#r1#r2#g1#g2,17,SAT,0.04
all,(G(!p2|Fp4)&(GF(p2&G!p4)|FX(!p0&(p0|p4))|F(p1&G!p3))&G(p0|(!p3&!p4))&G(Fp3|!p1|!p2)),#a#r1#r2#g1#g2,18,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && (((<>(((r1) && ([](!g1))))) || (<>(X(((!a) && (((a) || (g2))))))) || ([](<>(((r2) && ([](!g2))))))))),#a#r1#r2#g1#g2,18,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((F(((r1) & (G(!g1))))) | (F(X(((!a) & (((a) | (g2))))))) | (G(F(((r2) & (G(!g2))))))))),#a#r1#r2#g1#g2,18,SAT,0.03
all,(G(!p2|Fp4)&G(p0|(!p3&!p4))&(GF(p2&G!p4)|(G!p0&G(p1|p4))|(p1&G!p3))&G(Fp3|!p1|!p2)),#a#r1#r2#g1#g2,19,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && (((((r1) && ([](!g1)))) || ((([](!a)) && ([](((r1) || (g2)))))) || ([](<>(((r2) && ([](!g2))))))))),#a#r1#r2#g1#g2,19,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((((r1) & (G(!g1)))) | (((G(!a)) & (G(((r1) | (g2)))))) | (G(F(((r2) & (G(!g2))))))))),#a#r1#r2#g1#g2,19,SAT,0.03
all,(G(p0|(!p3&!p4))&G(!p2|Fp4)&(GF(p2&G!p4)|(p1&G!p3)|(!p0&(p0|p4)))&G(Fp3|!p1|!p2)),#a#r1#r2#g1#g2,20,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && (((((!a) && (((a) || (g2))))) || (((r1) && ([](!g1)))) || ([](<>(((r2) && ([](!g2))))))))),#a#r1#r2#g1#g2,20,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((((!a) & (((a) | (g2))))) | (((r1) & (G(!g1)))) | (G(F(((r2) & (G(!g2))))))))),#a#r1#r2#g1#g2,20,SAT,0.03
all,(((F(!p0&(p3|p4))W(FXF(!p0&(p3|p4))|F(p2&G!p4)))U((p2&G!p4)WX(G!p0&G(p1|p4))))&G(!p2|Fp4)&G(p0|(!p3&!p4))&G(Fp3|!p1|!p2)),#a#r1#r2#g1#g2,21,DIFF,no-time
SPIN_v651,(([](((a) || (((!g1) && (!g2)))))) && ([](((!r2) || (<>(g2))))) && ([](((!r1) || (!r2) || (<>(g1))))) && ((((([](<>(((!a) && (((g1) || (g2))))))) || (((<>(((!a) && (((g1) || (g2)))))) U (((<>(((r2) && ([](!g2))))) || (<>(X(<>(((!a) && (((g1) || (g2)))))))))))))) U ((((([](r2)) && ([](!g2)))) || (((((r2) && ([](!g2)))) U (X((([](!a)) && ([](((r1) || (g2)))))))))))))),#a#r1#r2#g1#g2,21,TIMEOUT,300.0
NUSMV_v260,((G(((a) | (((!g1) & (!g2)))))) & (G(((!r2) | (F(g2))))) & (G(((!r1) | (!r2) | (F(g1))))) & (((((G(F(((!a) & (((g1) | (g2))))))) | (((F(((!a) & (((g1) | (g2)))))) U (((F(((r2) & (G(!g2))))) | (F(X(F(((!a) & (((g1) | (g2)))))))))))))) U (((((G(r2)) & (G(!g2)))) | (((((r2) & (G(!g2)))) U (X(((G(!a)) & (G(((r1) | (g2)))))))))))))),#a#r1#r2#g1#g2,21,SAT,0.03
