tool,formula,variables,formula_id,output,time
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((!q) | (G(!s)))))),#r#s#p#q,319,SAT,0.02
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p3|G!p1)&G(p1|!p3)),#r#s#p#q,325,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!q) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,325,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!q) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,325,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|(G!p1U!p2))&G(p1|!p3)),#r#s#p#q,363,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ((([](!s)) U (!p))))))),#r#s#p#q,363,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (((G(!s)) U (!p))))))),#r#s#p#q,363,SAT,0.03
all,(G!p2&G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,368,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,368,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,368,SAT,0.03
all,(G!p2&G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,374,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,374,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,374,SAT,0.03
all,(G!p2&G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,376,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,376,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q)))))),#r#s#p#q,376,SAT,0.03
all,(G!p2&G(!p2|Fp3)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)),#r#s#p#q,377,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,377,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,377,SAT,0.03
all,(G!p2&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,382,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,382,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,382,SAT,0.02
all,(G(!p2|Fp3)&X!p3&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,401,DIFF-SAT-UNSAT,no-time
SPIN_v651,((X(!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,401,UNSAT,0.03
NUSMV_v260,((X(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,401,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,406,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,406,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,406,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,412,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,412,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,412,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,414,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,414,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,414,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,420,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,420,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,420,SAT,0.03
all,(G(!p2|p3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,425,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,425,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,425,SAT,0.03
all,(G(!p2|p3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,431,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (q)))) && ([](((!r) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,431,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (q)))) & (G(((!r) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,431,SAT,0.03
all,(G(!p2|p3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,433,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q)))))),#r#s#p#q,433,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q)))))),#r#s#p#q,433,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|p3)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)),#r#s#p#q,434,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (q)))) && ([](((!r) || ([](!q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,434,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (q)))) & (G(((!r) | (G(!q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,434,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|p3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,439,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,439,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,439,SAT,0.03
all,(G(!p0|p2)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(F(!p2&p3)|!p2)),#r#s#p#q,458,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || (<>(((!p) && (q)))))))),#r#s#p#q,458,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (F(((!p) & (q)))))))),#r#s#p#q,458,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,477,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,477,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,477,SAT,0.03
all,(G(!p2|Fp3)&G(p0|(Gp2&G!p1))),#r#s#p#q,479,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!p) || (<>(q))))) && ([](((r) || ((([](!s)) && ([](p)))))))),#r#s#p#q,479,UNSAT,0.03
NUSMV_v260,((G(((!p) | (F(q))))) & (G(((r) | (((G(!s)) & (G(p)))))))),#r#s#p#q,479,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(G!p1|F!p3)&G(p1|!p3)),#r#s#p#q,498,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((<>(!q)) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,498,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((F(!q)) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,498,SAT,0.03
all,(G(!p0|G!p3)&G(p1|!p3)&G(!p2|FGp3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,503,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && ([](((!p) || (<>([](q))))))),#r#s#p#q,503,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (G(((!p) | (F(G(q))))))),#r#s#p#q,503,SAT,0.03
all,((F(p0&p2)|(p0&FGp1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(!p2|FGp3)),#r#s#p#q,509,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!p) || (<>([](q))))))),#r#s#p#q,509,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!p) | (F(G(q))))))),#r#s#p#q,509,SAT,0.03
all,((F(p0&p2)|(p0&F!p1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(!p2|FGp3)),#r#s#p#q,511,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>([](q))))))),#r#s#p#q,511,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(G(q))))))),#r#s#p#q,511,SAT,0.03
all,(G(!p0|G!p3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p2|FGp3)),#r#s#p#q,517,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || (<>([](q))))))),#r#s#p#q,517,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (F(G(q))))))),#r#s#p#q,517,SAT,0.03
all,(G(!p0|p2)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p2|FGp3)),#r#s#p#q,536,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || (<>([](q))))))),#r#s#p#q,536,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (F(G(q))))))),#r#s#p#q,536,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))&G(G!p3|G!p0)),#r#s#p#q,541,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!r)) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,541,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!r)) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,541,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(G!p3|G!p0)),#r#s#p#q,547,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!r)) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,547,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!r)) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,547,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(G!p3|G!p0)),#r#s#p#q,549,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([]((([](!r)) || ([](!q)))))),#r#s#p#q,549,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((G(!r)) | (G(!q)))))),#r#s#p#q,549,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(G!p3|G!p0)),#r#s#p#q,555,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!r)) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,555,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!r)) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,555,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&(!p1|!p2)&G(p1|!p3)),#r#s#p#q,574,DIFF-SAT-UNSAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,574,UNSAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,574,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|(G!p1U!p2))&G(p1|!p3)),#r#s#p#q,593,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ((([](!s)) U (!p))))))),#r#s#p#q,593,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (((G(!s)) U (!p))))))),#r#s#p#q,593,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,598,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,598,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,598,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,604,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,604,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,604,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,606,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,606,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,606,SAT,0.02
all,(G(!p0|G!p3)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,612,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,612,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,612,SAT,0.02
all,(G(!p1|p3)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,650,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!s) || (q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,650,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!s) | (q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,650,SAT,0.02
all,(G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))&(Gp2|G(!p0|G!p1))),#r#s#p#q,693,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([](p)) || ([](((!r) || ([](!s))))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,693,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(p)) | (G(((!r) | (G(!s))))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,693,SAT,0.03
all,(X((p0&Fp1)|F(p0&Xp2))&G(!p2|Fp3)&G(p1|!p3)&(Gp2|G(!p0|G!p1))),#r#s#p#q,695,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([](p)) || ([](((!r) || ([](!s))))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,695,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(p)) | (G(((!r) | (G(!s))))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,695,SAT,0.03
all,(G(!p2|Fp3)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(p1|!p3)&(Gp2|G(!p0|G!p1))),#r#s#p#q,696,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([](p)) || ([](((!r) || ([](!s))))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,696,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(p)) | (G(((!r) | (G(!s))))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,696,SAT,0.03
all,(G(!p2|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(p1|!p3)&(Gp2|G(!p0|G!p1))),#r#s#p#q,697,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([](p)) || ([](((!r) || ([](!s))))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,697,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(p)) | (G(((!r) | (G(!s))))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,697,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&(Gp2|G(!p0|G!p1))),#r#s#p#q,699,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([](p)) || ([](((!r) || ([](!s))))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,699,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(p)) | (G(((!r) | (G(!s))))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,699,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&(Gp2|G(!p0|G!p1))),#r#s#p#q,701,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ((([](p)) || ([](((!r) || ([](!s)))))))),#r#s#p#q,701,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (((G(p)) | (G(((!r) | (G(!s)))))))),#r#s#p#q,701,SAT,0.03
