tool,formula,variables,formula_id,output,time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([]((([](!s)) U (!p))))),#r#s#p#q,912,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((G(!s)) U (!p))))),#r#s#p#q,912,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(G!p1U!p2)),#r#s#p#q,918,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!s)) U (!p)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,918,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!s)) U (!p)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,918,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|(G!p1U!p2))&G(p1|!p3)),#r#s#p#q,937,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ((([](!s)) U (!p))))))),#r#s#p#q,937,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (((G(!s)) U (!p))))))),#r#s#p#q,937,SAT,0.03
all,(((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(Fp3|G!p2)&!p3),#r#s#p#q,994,DIFF-SAT-UNSAT,no-time
SPIN_v651,((!q) && ([](((s) || (!q)))) && ([](((<>(q)) || ([](!p))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,994,UNSAT,0.03
NUSMV_v260,((!q) & (G(((s) | (!q)))) & (G(((F(q)) | (G(!p))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,994,SAT,0.03
all,(G!p2&G(!p0|G(!p1|p3))&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1018,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1018,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1018,SAT,0.03
all,(G!p2&G(!p0|G(!p1|p3))&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,1024,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1024,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1024,SAT,0.03
all,(G!p2&G(!p0|G(!p1|p3))&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,1026,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1026,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1026,SAT,0.03
all,(G!p2&G(!p0|G(!p1|p3))&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1032,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1032,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1032,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1037,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1037,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1037,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,1043,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1043,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1043,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,1045,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1045,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1045,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1051,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1051,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1051,SAT,0.03
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1056,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1056,UNSAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1056,SAT,0.02
all,(G!p3&G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,1062,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1062,UNSAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1062,SAT,0.03
all,(G!p3&G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,1064,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1064,UNSAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1064,SAT,0.03
all,(G!p3&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1070,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1070,UNSAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1070,SAT,0.03
all,(G(!p2|(p1Wp3))&(p2|G(!p0|G!p1))&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1075,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s))))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1075,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s))))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1075,SAT,0.03
all,(G(!p2|(p1Wp3))&(p2|G(!p0|G!p1))&G(p1|!p3)&X((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1077,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s))))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,1077,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s))))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,1077,SAT,0.03
all,(G(!p2|(p1Wp3))&X((p2&G!p1)|(GFp1&Gp0))&(p2|G(!p0|G!p1))&G(p1|!p3)),#r#s#p#q,1079,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s))))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,1079,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s))))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,1079,SAT,0.03
all,(G(!p2|(p1Wp3))&(p2|G(!p0|G!p1))&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,1081,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s))))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1081,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s))))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1081,SAT,0.03
all,(G(!p2|(p1Wp3))&(F(p0&p1)|F(p0&p2))&(p2|G(!p0|G!p1))&G(p1|!p3)),#r#s#p#q,1085,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s)))))))),#r#s#p#q,1085,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s)))))))),#r#s#p#q,1085,SAT,0.02
all,(G(!p2|(p1Wp3))&(p2|G(!p0|G!p1))&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1088,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s))))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,1088,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s))))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,1088,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(p2|(!p0&!p3))),#r#s#p#q,1108,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (((!r) && (!q)))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1108,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (((!r) & (!q)))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1108,SAT,0.02
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p2|X!p1)&G(p1|!p3)),#r#s#p#q,1127,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (X(!s))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1127,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (X(!s))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1127,SAT,0.03
all,(G((p0&!p2)|Fp3)&G(!p3|G!p1)&G(p1|!p3)),#r#s#p#q,1149,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!q) || ([](!s))))) && ([](((((r) && (!p))) || (<>(q)))))),#r#s#p#q,1149,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!q) | (G(!s))))) & (G(((((r) & (!p))) | (F(q)))))),#r#s#p#q,1149,SAT,0.03
all,(G(p1|!p3)&G(!p0|(!p2&G!p1))&G(!p2|(!p1Wp3))&((Fp2&p0)|GF(p0&Fp1))),#r#s#p#q,1153,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](!s)) || (((!s) U (q)))))) && ([](((!r) || (((!p) && ([](!s))))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,1153,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(!s)) | (((!s) U (q)))))) & (G(((!r) | (((!p) & (G(!s))))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,1153,SAT,0.03
all,(G(p1|!p3)&(F(p0&Fp1)|(p2&G!p3))&G(!p0|(!p2&G!p1))&G(!p2|(!p1Wp3))),#r#s#p#q,1167,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](!s)) || (((!s) U (q)))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s))))))) && ([](((!r) || (((!p) && ([](!s)))))))),#r#s#p#q,1167,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(!s)) | (((!s) U (q)))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s))))))) & (G(((!r) | (((!p) & (G(!s)))))))),#r#s#p#q,1167,SAT,0.02
all,(G(!p0|G!p3)&G(p1|!p3)&G(FXp3|!p2)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1173,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && ([](((!p) || (<>(X(q))))))),#r#s#p#q,1173,UNSAT,0.04
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (G(((!p) | (F(X(q))))))),#r#s#p#q,1173,SAT,0.03
all,((F(p0&p2)|(p0&FGp1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(FXp3|!p2)),#r#s#p#q,1179,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!p) || (<>(X(q))))))),#r#s#p#q,1179,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!p) | (F(X(q))))))),#r#s#p#q,1179,SAT,0.03
all,((F(p0&p2)|(p0&F!p1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(FXp3|!p2)),#r#s#p#q,1181,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(X(q))))))),#r#s#p#q,1181,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(X(q))))))),#r#s#p#q,1181,SAT,0.03
all,(G(!p0|G!p3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(FXp3|!p2)),#r#s#p#q,1187,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || (<>(X(q))))))),#r#s#p#q,1187,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (F(X(q))))))),#r#s#p#q,1187,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(G!p1|!p0|p2)),#r#s#p#q,1206,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1206,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1206,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(Gp2|!p3)),#r#s#p#q,1225,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!q) || ([](p))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1225,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!q) | (G(p))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1225,SAT,0.02
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(G!p1|F!p3)&G(p1|!p3)),#r#s#p#q,1244,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((<>(!q)) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1244,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((F(!q)) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1244,SAT,0.03
all,(G(!p0|G(!p1|p3))&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1263,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1263,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1263,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp3)&G(p1|!p3)),#r#s#p#q,1301,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1301,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1301,SAT,0.03
all,(G(!p2|Fp3)&G(!p1|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1325,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!s) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1325,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!s) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1325,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(!p1|G!p3)&G(p1|!p3)),#r#s#p#q,1331,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!s) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1331,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!s) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1331,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(!p1|G!p3)&G(p1|!p3)),#r#s#p#q,1333,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!s) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1333,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!s) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1333,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p1|G!p3)&G(p1|!p3)),#r#s#p#q,1339,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!s) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1339,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!s) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1339,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1344,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1344,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1344,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,1350,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1350,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1350,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,1352,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1352,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1352,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1358,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1358,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1358,SAT,0.03
all,(G(!p0|G!p3)&G(p1|!p3)&G(FXp3|!p2)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1384,DIFF-SAT-UNSAT,no-time
