tool,formula,variables,formula_id,output,time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1029,SAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1029,SAT,0.02
all,(G!p2&G(!p0|G(!p1|p3))&G(p1|!p3)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,1030,SAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1030,SAT,0.02
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1030,SAT,0.02
all,(G!p2&G(!p0|G(!p1|p3))&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1031,SAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1031,SAT,0.02
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((p) & (G(!q)))) | (F(((r) & (F(s))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1031,SAT,0.03
all,(G!p2&G(!p0|G(!p1|p3))&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1032,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,1032,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,1032,SAT,0.03
all,G(p1|!p3),#r#s#p#q,1033,SAT,no-time
SPIN_v651,[](((s) || (!q))),#r#s#p#q,1033,SAT,0.03
NUSMV_v260,G(((s) | (!q))),#r#s#p#q,1033,SAT,0.02
all,(G(!p2|Fp3)&G(!p0|G!p3)),#r#s#p#q,1034,SAT,no-time
SPIN_v651,(([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1034,SAT,0.02
NUSMV_v260,((G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1034,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&G(p1|!p3)),#r#s#p#q,1035,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1035,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1035,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))),#r#s#p#q,1036,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,1036,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,1036,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1037,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1037,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1037,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&(F(p0&Fp1)WF(p2&G!p3))),#r#s#p#q,1038,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,1038,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,1038,SAT,0.03
all,(X((p0&Fp1)|F(p0&Xp2))&G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)),#r#s#p#q,1039,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,1039,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,1039,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(p1|!p3)),#r#s#p#q,1040,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,1040,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,1040,SAT,0.03
all,(G(!p2|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(!p0|G!p3)&G(p1|!p3)),#r#s#p#q,1041,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,1041,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,1041,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))),#r#s#p#q,1042,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,1042,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,1042,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,1043,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1043,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1043,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)),#r#s#p#q,1044,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,1044,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,1044,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,1045,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1045,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1045,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)),#r#s#p#q,1046,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,1046,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,1046,SAT,0.03
all,((F(p0&p1)|F(p0&p2))&G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)),#r#s#p#q,1047,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1047,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1047,SAT,0.03
all,((F(p0&Fp3)|F(p2&G!p3))&G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)),#r#s#p#q,1048,UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1048,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1048,UNSAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,1049,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,1049,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,1049,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1050,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,1050,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,1050,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1051,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1051,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1051,SAT,0.03
all,G(p1|!p3),#r#s#p#q,1052,SAT,no-time
SPIN_v651,[](((s) || (!q))),#r#s#p#q,1052,SAT,0.03
NUSMV_v260,G(((s) | (!q))),#r#s#p#q,1052,SAT,0.02
all,(G(!p2|Fp3)&G!p3),#r#s#p#q,1053,SAT,no-time
SPIN_v651,(([](!q)) && ([](((!p) || (<>(q)))))),#r#s#p#q,1053,SAT,0.02
NUSMV_v260,((G(!q)) & (G(((!p) | (F(q)))))),#r#s#p#q,1053,SAT,0.03
all,(G(!p2|Fp3)&G!p3&G(p1|!p3)),#r#s#p#q,1054,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1054,SAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q)))))),#r#s#p#q,1054,SAT,0.02
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))),#r#s#p#q,1055,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,1055,SAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,1055,SAT,0.02
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1056,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1056,UNSAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1056,SAT,0.02
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&(F(p0&Fp1)WF(p2&G!p3))),#r#s#p#q,1057,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,1057,SAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,1057,SAT,0.02
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&X((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1058,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,1058,SAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,1058,SAT,0.02
all,(G!p3&G(!p2|Fp3)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(p1|!p3)),#r#s#p#q,1059,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,1059,SAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,1059,SAT,0.03
all,(G(!p2|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(p1|!p3)&G!p3),#r#s#p#q,1060,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,1060,SAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,1060,SAT,0.02
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))),#r#s#p#q,1061,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,1061,SAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,1061,SAT,0.03
all,(G!p3&G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,1062,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1062,UNSAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1062,SAT,0.03
all,(G!p3&G(!p2|Fp3)&(F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)),#r#s#p#q,1063,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,1063,SAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,1063,SAT,0.03
all,(G!p3&G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,1064,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1064,UNSAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1064,SAT,0.03
all,(G!p3&G(!p2|Fp3)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)),#r#s#p#q,1065,DIFF,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,1065,TIMEOUT,300.0
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,1065,SAT,0.03
all,(G!p3&G(!p2|Fp3)&(F(p0&p1)|F(p0&p2))&G(p1|!p3)),#r#s#p#q,1066,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1066,SAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1066,SAT,0.03
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&(F(p0&Fp3)|F(p2&G!p3))),#r#s#p#q,1067,UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1067,UNSAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1067,UNSAT,0.03
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,1068,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,1068,SAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,1068,SAT,0.03
all,(G!p3&G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1069,SAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,1069,SAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,1069,SAT,0.02
all,(G!p3&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1070,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1070,UNSAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1070,SAT,0.03
all,G(p1|!p3),#r#s#p#q,1071,SAT,no-time
SPIN_v651,[](((s) || (!q))),#r#s#p#q,1071,SAT,0.03
NUSMV_v260,G(((s) | (!q))),#r#s#p#q,1071,SAT,0.02
all,((p2|G(!p0|G!p1))&G(Gp1|!p2|(p1Up3))),#r#s#p#q,1072,SAT,no-time
SPIN_v651,(([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s)))))))),#r#s#p#q,1072,SAT,0.02
NUSMV_v260,((G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s)))))))),#r#s#p#q,1072,SAT,0.03
all,(G(Gp1|!p2|(p1Up3))&(p2|G(!p0|G!p1))&G(p1|!p3)),#r#s#p#q,1073,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s)))))))),#r#s#p#q,1073,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s)))))))),#r#s#p#q,1073,SAT,0.03
all,(G(!p2|(p1Wp3))&(p2|G(!p0|G!p1))&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))),#r#s#p#q,1074,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s))))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,1074,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s))))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,1074,SAT,0.03
all,(G(!p2|(p1Wp3))&(p2|G(!p0|G!p1))&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1075,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s))))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1075,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s))))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1075,SAT,0.03
all,(G(!p2|(p1Wp3))&(p2|G(!p0|G!p1))&G(p1|!p3)&(F(p0&Fp1)WF(p2&G!p3))),#r#s#p#q,1076,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](s)) || (((s) U (q)))))) && (((p) || ([](((!r) || ([](!s))))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,1076,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(s)) | (((s) U (q)))))) & (((p) | (G(((!r) | (G(!s))))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,1076,SAT,0.03
all,(G(!p2|(p1Wp3))&(p2|G(!p0|G!p1))&G(p1|!p3)&X((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1077,DIFF-SAT-UNSAT,no-time
