tool,formula,variables,formula_id,output,time
all,(G(!p2|(!p0WXp3))&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6102,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!p) || ([](!r)) || (((!r) U (X(q)))))))),#r#s#p#q,6102,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!p) | (G(!r)) | (((!r) U (X(q)))))))),#r#s#p#q,6102,SAT,0.03
all,(G(!p2|(!p0WXp3))&(F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6103,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (X(q))))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,6103,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (X(q))))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,6103,SAT,0.03
all,(G(!p2|(!p0WXp3))&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6104,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (X(q)))))))),#r#s#p#q,6104,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (X(q)))))))),#r#s#p#q,6104,SAT,0.03
all,(G(!p2|(!p0WXp3))&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6105,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (X(q))))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,6105,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (X(q))))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,6105,SAT,0.03
all,(G((!p0Wp3)|(!p1&!p2))&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))&G(!p0|G!p3|p2)),#r#s#p#q,6114,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((((!s) && (!p))) || ([](!r)) || (((!r) U (q)))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,6114,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((((!s) & (!p))) | (G(!r)) | (((!r) U (q)))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,6114,SAT,0.03
all,(G((!p0Wp3)|(!p1&!p2))&G(p1|!p3)&(F(p0&Fp1)WF(p2&G!p3))&G(!p0|G!p3|p2)),#r#s#p#q,6116,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((((!s) && (!p))) || ([](!r)) || (((!r) U (q)))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,6116,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((((!s) & (!p))) | (G(!r)) | (((!r) U (q)))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,6116,SAT,0.04
all,(G((!p0Wp3)|(!p1&!p2))&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))&G(!p0|G!p3|p2)),#r#s#p#q,6120,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((((!s) && (!p))) || ([](!r)) || (((!r) U (q)))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,6120,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((((!s) & (!p))) | (G(!r)) | (((!r) U (q)))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,6120,SAT,0.03
all,(G((!p0Wp3)|(!p1&!p2))&(F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6122,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((((!s) && (!p))) || ([](!r)) || (((!r) U (q)))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,6122,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((((!s) & (!p))) | (G(!r)) | (((!r) U (q)))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,6122,SAT,0.03
all,(G((!p0Wp3)|(!p1&!p2))&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6123,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || (p) || ([](!q))))) && ([](((((!s) && (!p))) || ([](!r)) || (((!r) U (q))))))),#r#s#p#q,6123,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (p) | (G(!q))))) & (G(((((!s) & (!p))) | (G(!r)) | (((!r) U (q))))))),#r#s#p#q,6123,SAT,0.03
all,(G((!p0Wp3)|(!p1&!p2))&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6124,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((((!s) && (!p))) || ([](!r)) || (((!r) U (q)))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,6124,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((((!s) & (!p))) | (G(!r)) | (((!r) U (q)))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,6124,SAT,0.03
all,(G(p2|F!p0)&G(!p2|Fp3)&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))),#r#s#p#q,6133,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (<>(!r))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,6133,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (F(!r))))) & (G(((!p) | (F(q))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,6133,SAT,0.03
all,(G(p2|F!p0)&G(!p2|Fp3)&G(p1|!p3)&(F(p0&Fp1)WF(p2&G!p3))),#r#s#p#q,6135,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (<>(!r))))) && ([](((!p) || (<>(q))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,6135,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (F(!r))))) & (G(((!p) | (F(q))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,6135,SAT,0.03
all,(G(p2|F!p0)&G(!p2|Fp3)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(p1|!p3)),#r#s#p#q,6137,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (<>(!r))))) && ([](((!p) || (<>(q))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,6137,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (F(!r))))) & (G(((!p) | (F(q))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,6137,SAT,0.03
all,(G(p2|F!p0)&G(!p2|Fp3)&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))),#r#s#p#q,6139,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (<>(!r))))) && ([](((!p) || (<>(q))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,6139,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (F(!r))))) & (G(((!p) | (F(q))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,6139,SAT,0.03
all,(G(p2|F!p0)&G(!p2|Fp3)&(F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)),#r#s#p#q,6141,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (<>(!r))))) && ([](((!p) || (<>(q))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,6141,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (F(!r))))) & (G(((!p) | (F(q))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,6141,SAT,0.03
all,(G(p2|F!p0)&G(!p2|Fp3)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)),#r#s#p#q,6143,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (<>(!r))))) && ([](((!p) || (<>(q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,6143,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (F(!r))))) & (G(((!p) | (F(q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,6143,SAT,0.03
all,(G(p2|F!p0)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,6148,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (<>(!r))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,6148,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (F(!r))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,6148,SAT,0.03
all,(((Fp2&p0)|GF(p0&Fp1))&G(p1|!p3)&G(!p2|(!p0Wp3))&G(!p0|G!p3|p2)),#r#s#p#q,6152,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (q)))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,6152,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (q)))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,6152,SAT,0.03
all,(G(p1|!p3)&G(!p2|(!p0Wp3))&(F(p0&Fp1)WF(p2&G!p3))&G(!p0|G!p3|p2)),#r#s#p#q,6154,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (q)))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,6154,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (q)))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,6154,SAT,0.03
all,((F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))&G(p1|!p3)&G(!p2|(!p0Wp3))&G(!p0|G!p3|p2)),#r#s#p#q,6158,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (q)))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,6158,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (q)))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,6158,SAT,0.03
all,((F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)&G(!p2|(!p0Wp3))&G(!p0|G!p3|p2)),#r#s#p#q,6160,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (q)))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,6160,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (q)))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,6160,SAT,0.03
all,((F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(!p2|(!p0Wp3))&G(!p0|G!p3|p2)),#r#s#p#q,6161,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (q))))))),#r#s#p#q,6161,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (q))))))),#r#s#p#q,6161,SAT,0.03
all,((((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)&G(!p2|(!p0Wp3))&G(!p0|G!p3|p2)),#r#s#p#q,6162,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (p) || ([](!q))))) && ([](((!p) || ([](!r)) || (((!r) U (q)))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,6162,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (p) | (G(!q))))) & (G(((!p) | (G(!r)) | (((!r) U (q)))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,6162,SAT,0.03
all,(G(!p0|G(!p1|p3))&G(Fp1|F!p2)&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))),#r#s#p#q,6177,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((<>(s)) || (<>(!p))))) && ([](((!r) || ([](((!s) || (q))))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,6177,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((F(s)) | (F(!p))))) & (G(((!r) | (G(((!s) | (q))))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,6177,SAT,0.03
all,(G(!p0|G(!p1|p3))&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(Fp1|F!p2)&G(p1|!p3)),#r#s#p#q,6181,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((<>(s)) || (<>(!p))))) && ([](((!r) || ([](((!s) || (q))))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,6181,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((F(s)) | (F(!p))))) & (G(((!r) | (G(((!s) | (q))))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,6181,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))&G(!p0|G!p3|p2)),#r#s#p#q,6193,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!q))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,6193,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!q))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,6193,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&(F(p0&Fp1)WF(p2&G!p3))&G(!p0|G!p3|p2)),#r#s#p#q,6195,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!q))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,6195,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!q))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,6195,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))&G(!p0|G!p3|p2)),#r#s#p#q,6199,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!q))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,6199,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!q))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,6199,SAT,0.03
all,(G(!p2|Fp3)&(F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6201,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!q))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,6201,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!q))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,6201,SAT,0.03
all,(G(!p2|Fp3)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6203,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,6203,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,6203,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p0|G!p3|p2)),#r#s#p#q,6208,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,6208,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,6208,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|Gp3)&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))),#r#s#p#q,6218,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((!p) || (<>(q))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,6218,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((!p) | (F(q))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,6218,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|Gp3)&(F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)),#r#s#p#q,6220,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((!p) || (<>(q))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,6220,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((!p) | (F(q))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,6220,SAT,0.03
all,((((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(!p2|Fp3)&G(!p0|Gp3)&G(p1|!p3)),#r#s#p#q,6222,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((!p) || (<>(q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,6222,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((!p) | (F(q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,6222,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp3)&G(p1|!p3)),#r#s#p#q,6227,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,6227,UNSAT,0.03
